Guanacos;37922
Goose Hollow RC;37533
Quantum TC;36580
June Poe TC;34050
Cows Track Club;32356
Auto Esporte Clube;32346
Prairie State Track Club;26908
Blue Ridge Express Running Club;24987
L-Dot Athletics;24400
Haize Gorria;22766
West Lakes TC;22145
The Hills;21185
Asspera;19609
Happy Human Track Club;18259
United States Naval Academy;16944
Verrazano TC;16503
Titans;16484
Nextnet US;16400
Seacoast Cruisers;15822
Ohio Elite TC;15716
Connecticut Racing Club;15086
BA Athletic Club;13996
Atletismo Lima;12948
Achilles-Top2;11257
Akitas;10108
Gazi Athletics;9420
Kenya Runners;8861
Weymouth Bay Sharks;8508
Lucayan Athletics Club;8374
GREEN ROCHAS;8087
Academia Athens;7573
Ste-Gemmes;7549
NorCal Track Club;6793
Titan Track Club;6045
Caledonian;5869
Qubass Squad;5720
Talentschmiede;5582
US ATLETICA VEDANO;5513
AC Heemserbos;5385
Lyon AC;5370
AC Bert;5129
Ivory Bydgoszcz;5058
Angel Team;4943
Low Country TC;4749
SomeTeam;4581
AV Parthenon;4548
Drekaflugan;4500
ODZ Grabów;4397
4PINI;4225
GatPact;3964
Club Atletisme Barcelona;3921
Vulcano Athletic;3876
The Originals;3792
Tlenkobary;3752
Great Divide AC;3690
Batafieu Olympique;3652
Armando Esteban Quito;3541
Squadra Rossa;3388
UltraRun;3383
Pottlandteam;3380
Hamburg meine Perle;3047
dojna;3013
Munich Running Club;2992
Kingstonians;2945
Angers club;2912
Iendracht Oilsjt;2830
La isla bonita;2731
ASTRAPI;2727
Dawson City Aurora;2721
LG Potsdam;2701
Bourg D'Oisans runners;2560
Churchfield Chics;2552
Kootenay Grizzlies;2535
Bergamo Atletica;2520
EDESSA CITY;2435
ASS. ATL. REGGIO C.;2369
Mountaineers;2348
Centauros Villavo;2307
Mallen IF;2283
Atletica Virtuosi Portici;2260
Saskatoon TFC;2231
Quemerford Harriers;2226
Wacky Racers;2220
Txuario;2178
Brasília Athletics;2152
Cassiar Co Op Club;2038
CA París;2029
Atletica Rinella;2023
Egara Gold;2018
Sants 2.0;2017
santacecilia;2004
Rhombicosidodecahedron;1987
Napoli;1986
Tauhorse;1971
STV Silberklinge;1950
Falcon Athletics;1938
Dalmaria Athletics;1905
Esperanto CA;1893
comedians;1885
_Lviv_;1863
ASV Salia-Giants;1847
Lucchirpool;1793
Baetulo Athletarum;1770
Artense;1761
ESTIQAADZI;1703
Lominiric AC;1670
Indomables;1628
ULA Arlon;1530
CUS TORINO;1473
Sin Prisa;1450
The Knicks;1437
Ghostrunners;1254
Robur Bomber;1152
BMW Jelenia Gora;1134
Donetsk Athletic;1109
Atletica Petricci;1106
Lupus in fabula Track & Field;1079
PenzaRunner;1067
Pietro's Athletes;1056
Biohazard;1053
fokikos;1050
av Passaat;1049
WAVT;1046
CDUP;1038
kampioenen;1034
Canyadó Atletisme;1033
Chios Track Club;1024
FC eversel;1020
Pugliese;1018
Clockies;1005
APOLLON;994
BMC Praha;987
Reading Palm Faces;977
Hippies;976
Torpedo Barbarossa;976
Jibiri Resurrection;972
Ouro;964
ACADEMY;950
Brianza Team;949
Coureurs de Bois;943
Alkantara;941
Großenhainer LV 07;941
Citius-Altius-Fortius;940
Flying Cats;912
De snelle rakkers;887
ATLETICA MARCONI;886
AC MegaSpike;868
GF Running;857
Aspiring Athletes;856
AE Badalonès;844
L'etoile;840
AC Notor;826
Runyan Lake Blue Racers;823
Crusaders;822
Porto;787
LAC Nordlord;783
Team Gecko;766
Ferencvárosi Torna Club;764
AC Katowice;764
Ukon Vasara;763
Atletica Rogenese;758
Touf'Club;758
ATLETISMO CASTELLONENSE;753
Freemen;740
FantaPetaz;740
Gargiullo;726
Gravel Team;703
Los Pitufos;694
Ermis;665
Les chats mous;641
AC Moribundus;601
AC Bohemians Tymákov;601
RUN FOR FREEDOM;588
